Donor_id,Months since Last Donation,Number of Donations,Total Volume Donated (c.c.),Months since First Donation,Made Donation in March 2007
2524,15,5,1250,33,0
2525,16,2,500,16,1
2526,16,3,750,21,0
2527,11,8,2000,72,1
2528,11,1,250,11,1
2529,11,1,250,11,1
2530,11,1,250,11,1
2531,2,3,750,75,1
2532,2,3,750,77,0
2533,16,4,1000,28,1
2534,16,15,3750,87,0
2535,16,14,3500,83,1
2536,16,10,2500,62,0
2537,16,3,750,23,1
2538,14,3,750,26,0
2539,23,19,4750,62,1
2540,11,7,1750,75,1
2541,20,14,3500,69,1
2542,4,2,500,46,0
2543,11,2,500,25,1
2544,11,3,750,37,1
2545,13,7,1750,76,0
2546,16,6,1500,50,0
2547,14,3,750,33,1
2548,14,1,250,14,1
2549,14,1,250,14,0
2550,14,1,250,14,1
2551,14,1,250,14,1
2552,17,7,1750,58,1
2553,14,3,750,35,0
2554,16,7,1750,64,1
2555,21,2,500,21,1
2556,16,3,750,35,0
2557,16,1,250,16,1
2558,16,1,250,16,0
2559,16,1,250,16,1
2560,16,1,250,16,0
2561,16,1,250,16,1
2562,11,4,1000,74,0
2563,21,6,1500,48,1
2564,23,2,500,23,1
2565,23,6,1500,45,1
2566,14,2,500,35,1
2567,16,4,1000,58,0
2568,16,5,1250,71,0
2569,21,2,500,26,1
2570,21,3,750,35,0
2571,23,8,2000,69,1
2572,21,3,750,38,0
2573,21,3,750,40,1
2574,21,1,250,21,0
2575,21,1,250,21,1
2576,25,6,1500,50,0
2577,21,1,250,21,1
2578,21,1,250,21,0
2579,23,3,750,39,1
2580,21,2,500,33,1
2581,14,3,750,79,0
2582,23,1,250,23,1
2583,23,1,250,23,1
2584,23,1,250,23,0
2585,23,1,250,23,1
2586,23,1,250,23,0
2587,23,1,250,23,1
2588,16,3,750,86,0
2589,21,2,500,52,1
2590,39,1,250,39,0
2591,72,1,250,72,1
2592,2,50,12500,98,1
2593,0,13,3250,28,1
2594,1,16,4000,35,1
2595,2,20,5000,45,1
2596,1,24,6000,77,0
2597,4,4,1000,4,1
2598,2,7,1750,14,1
2599,1,12,3000,35,0
2600,5,46,11500,98,1
2601,0,3,750,4,0
2602,2,10,2500,28,1
2603,1,13,3250,47,0
2604,2,6,1500,15,1
2605,2,5,1250,11,1
2606,2,14,3500,48,1
2607,2,15,3750,49,1
2608,2,6,1500,15,1
2609,2,3,750,4,1
2610,2,3,750,4,1
2611,4,11,2750,28,0
2612,2,6,1500,16,1
2613,2,6,1500,16,1
2614,4,14,3500,40,0
2615,4,6,1500,14,1
2616,4,8,2000,21,1
2617,1,14,3500,58,0
2618,4,10,2500,28,1
2619,4,10,2500,28,1
2620,2,16,4000,64,0
2621,2,8,2000,28,1
2622,2,12,3000,47,1
2623,4,6,1500,16,1
2624,4,7,1750,22,1
2625,2,13,3250,53,1
2626,2,5,1250,16,0
2627,2,5,1250,16,1
2628,2,5,1250,16,0
2629,4,20,5000,69,1
2630,4,9,2250,28,1
2631,2,9,2250,36,0
2632,2,2,500,2,1
2633,2,2,500,2,1
2634,2,2,500,2,0
2635,2,11,2750,46,1
2636,2,11,2750,46,1
2637,2,6,1500,22,0
2638,4,5,1250,14,1
2639,4,19,4750,69,1
2640,4,8,2000,26,1
2641,2,7,1750,28,1
2642,3,6,1500,21,0
2643,2,8,2000,35,1
2644,4,5,1250,16,1
2645,3,16,4000,74,0
2646,2,4,1000,14,1
2647,0,2,500,4,0
2648,4,7,1750,25,1
2649,1,9,2250,51,0
2650,2,4,1000,16,1
2651,2,4,1000,16,1
2652,4,17,4250,71,1
2653,2,2,500,4,0
2654,2,2,500,4,1
2655,2,2,500,4,1
2656,2,4,1000,16,1
2657,2,2,500,4,0
2658,2,2,500,4,1
2659,2,4,1000,16,1
2660,2,4,1000,16,0
2661,2,4,1000,16,1
2662,2,6,1500,28,1
2663,2,6,1500,28,0
2664,4,2,500,4,1
2665,4,2,500,4,0
2666,2,7,1750,35,1
2667,4,2,500,4,1
2668,4,2,500,4,0
2669,4,2,500,4,0
2670,12,11,2750,23,1
2671,3,17,4250,86,0
2672,4,9,2250,38,1
2673,4,8,2000,34,1
2674,4,9,2250,40,1
2675,2,5,1250,26,0
2676,6,17,4250,70,0
2677,0,8,2000,59,1
2678,2,3,750,14,1
2679,2,10,2500,64,0
2680,4,9,2250,46,1
2681,4,5,1250,23,0
2682,4,8,2000,40,1
2683,2,12,3000,82,1
2684,11,24,6000,64,0
2685,2,7,1750,46,1
2686,4,11,2750,61,0
2687,1,7,1750,57,1
2688,2,11,2750,79,1
2689,2,3,750,16,1
2690,4,5,1250,26,1
2691,2,6,1500,41,1
2692,2,5,1250,33,1
2693,2,4,1000,26,0
2694,2,5,1250,34,0
2695,4,8,2000,46,1
2696,4,8,2000,48,1
2697,2,2,500,10,1
2698,4,5,1250,28,0
2699,2,2,500,10,1
2700,2,11,2750,88,1
2701,2,3,750,19,1
2702,2,5,1250,37,1
2703,9,5,1250,19,0
2704,2,2,500,11,1
2705,2,9,2250,74,0
2706,4,3,750,16,1
2707,4,3,750,16,1
2708,4,2,500,9,1
2709,6,3,750,14,0
2710,2,2,500,11,1
2711,2,2,500,11,1
2712,2,2,500,11,0
2713,2,7,1750,58,1
2714,2,1,250,2,1
2715,2,1,250,2,0
2716,2,1,250,2,1
2717,2,1,250,2,0
2718,2,1,250,2,1
2719,2,1,250,2,0
2720,2,1,250,2,1
2721,2,1,250,2,0
2722,2,1,250,2,1
2723,2,1,250,2,1
2724,2,1,250,2,1
2725,2,1,250,2,0
2726,2,1,250,2,1
2727,2,1,250,2,1
2728,2,1,250,2,1
2729,2,1,250,2,0
2730,2,1,250,2,0
2731,2,1,250,2,1
2732,2,1,250,2,1
2733,11,10,2500,35,0
2734,11,4,1000,16,1
2735,4,6,1500,41,1
2736,2,3,750,22,0
2737,4,4,1000,26,1
2738,10,4,1000,16,0
2739,2,4,1000,35,0
2740,4,12,3000,88,1
2741,13,8,2000,26,1
2742,4,5,1250,34,0
2743,4,5,1250,35,1
2744,4,7,1750,52,0
2745,4,7,1750,52,0
2746,2,2,500,14,0
2747,2,5,1250,47,1
2748,9,8,2000,38,1
2749,4,6,1500,47,0
2750,9,9,2250,45,1
2751,4,6,1500,52,1
2752,4,7,1750,58,0
2753,6,2,500,11,1
2754,11,9,2250,38,0
2755,2,2,500,16,0
2756,2,7,1750,76,1
2757,11,6,1500,27,1
2758,11,3,750,14,1
2759,4,1,250,4,0
2760,4,1,250,4,0
2761,4,1,250,4,1
2762,4,1,250,4,1
2763,4,1,250,4,0
2764,4,1,250,4,1
2765,4,1,250,4,1
2766,4,1,250,4,0
2767,4,1,250,4,1
2768,4,1,250,4,0
2769,4,3,750,24,1
2770,4,1,250,4,1
2771,4,1,250,4,0
2772,4,1,250,4,1
2773,10,8,2000,39,1
2774,14,7,1750,26,0
2775,8,10,2500,63,0
2776,4,2,500,14,1
2777,2,4,1000,43,1
2778,8,9,2250,58,0
2779,8,8,2000,52,1
2780,11,22,5500,98,0
2781,4,3,750,25,1
2782,11,17,4250,79,1
2783,9,2,500,11,1
2784,4,5,1250,46,0
2785,7,12,3000,86,1
2786,11,2,500,11,0
2787,11,2,500,11,1
2788,2,6,1500,75,1
2789,11,8,2000,41,1
2790,11,3,750,16,1
2791,12,13,3250,59,0
2792,2,3,750,35,1
2793,16,8,2000,28,0
2794,11,7,1750,37,1
2795,4,3,750,28,0
2796,12,12,3000,58,1
2797,4,4,1000,41,0
2798,11,14,3500,73,1
2799,4,5,1250,58,0
2800,4,4,1000,43,1
2801,3,2,500,23,0
2802,11,8,2000,46,1
2803,4,7,1750,82,1
2804,13,4,1000,21,0
2805,16,7,1750,28,1
2806,7,2,500,16,1
2807,4,5,1250,58,1
2808,4,5,1250,58,0
2809,4,4,1000,46,1
2810,14,13,3250,57,1
2811,4,3,750,34,1
2812,14,18,4500,78,0
2813,11,8,2000,48,1
2814,14,16,4000,70,0
2815,14,4,1000,22,1
2816,14,5,1250,26,1
2817,8,2,500,16,0
2818,11,2,500,14,1
2819,4,2,500,23,0
2820,14,3,750,19,1
2821,16,12,3000,50,1
2822,11,4,1000,28,1
2823,11,5,1250,35,0
2824,2,4,1000,70,1
2825,14,5,1250,28,1
2826,14,2,500,14,1
2827,14,2,500,14,1
2828,14,2,500,14,0
2829,14,6,1500,34,1
2830,11,5,1250,37,1
2831,4,5,1250,74,0
2832,11,3,750,23,0
2833,11,5,1250,38,1
2834,12,9,2250,60,0
2835,9,1,250,9,1
2836,9,1,250,9,0
2837,4,2,500,29,1
2838,11,2,500,17,0
2839,14,4,1000,26,1
2840,11,9,2250,72,1
2841,11,5,1250,41,0
2842,9,5,1250,51,1
2843,14,8,2000,50,1
2844,16,7,1750,38,0
2845,14,2,500,16,0
2846,14,16,4000,98,1
2847,14,4,1000,28,1
2848,16,7,1750,39,0
2849,14,7,1750,47,1
2850,16,6,1500,35,1
2851,11,3,750,28,0
2852,11,1,250,11,1
2853,9,3,750,34,0
2854,14,4,1000,30,0
2855,23,38,9500,98,1
2856,11,1,250,11,1
2857,11,1,250,11,0
2858,11,1,250,11,1
2859,11,1,250,11,1
2860,11,1,250,11,1
2861,11,2,500,21,0
2862,11,5,1250,50,1
2863,11,2,500,21,0
2864,16,4,1000,28,1
2865,14,3,750,26,0
2866,9,2,500,26,1
2867,14,6,1500,51,1
2868,11,2,500,24,0
2869,4,3,750,71,1
2870,21,13,3250,57,1
2871,11,6,1500,71,0
2872,14,2,500,21,1
2873,23,15,3750,57,0
2874,14,4,1000,38,0
2875,11,2,500,26,1
2876,16,5,1250,40,1
2877,4,2,500,51,1
2878,14,4,1000,40,0
2879,11,3,750,40,1
2880,14,5,1250,50,0
2881,14,1,250,14,1
2882,14,1,250,14,0
2883,14,1,250,14,1
2884,14,1,250,14,0
2885,14,1,250,14,1
2886,14,7,1750,72,0
2887,14,1,250,14,1
2888,9,3,750,52,1
2889,14,7,1750,73,0
2890,11,4,1000,58,1
2891,11,4,1000,59,0
2892,4,2,500,59,1
2893,11,4,1000,61,0
2894,16,4,1000,40,1
2895,16,10,2500,89,0
2896,21,2,500,21,1
2897,21,3,750,26,0
2898,16,8,2000,76,0
2899,21,3,750,26,1
2900,18,2,500,23,0
2901,23,5,1250,33,0
2902,16,3,750,34,1
2903,14,5,1250,64,1
2904,14,3,750,41,1
2905,16,1,250,16,0
2906,16,1,250,16,0
2907,16,1,250,16,1
2908,16,1,250,16,1
2909,16,1,250,16,0
2910,16,1,250,16,1
2911,16,4,1000,45,0
2912,16,1,250,16,1
2913,16,1,250,16,0
2914,16,1,250,16,0
2915,21,2,500,23,1
2916,21,2,500,23,0
2917,14,4,1000,57,1
2918,16,5,1250,60,0
2919,23,2,500,23,0
2920,14,5,1250,74,1
2921,23,3,750,28,0
2922,16,3,750,40,1
2923,9,2,500,52,0
2924,9,2,500,52,1
2925,16,7,1750,87,1
2926,14,2,500,35,0
2927,16,7,1750,93,1
2928,21,2,500,25,0
2929,14,3,750,52,1
2930,18,8,2000,95,0
2931,16,3,750,46,1
2932,11,3,750,76,0
2933,23,12,3000,86,0
2934,21,3,750,35,1
2935,23,2,500,26,0
2936,23,2,500,26,1
2937,23,3,750,33,1
2938,23,2,500,28,0
2939,21,1,250,21,1
2940,21,1,250,21,0
2941,21,1,250,21,1
2942,21,1,250,21,0
2943,21,1,250,21,0
2944,21,1,250,21,1
2945,21,1,250,21,0
2946,21,1,250,21,1
2947,21,1,250,21,1
2948,21,1,250,21,0
2949,21,1,250,21,1
2950,21,5,1250,60,0
2951,23,4,1000,45,1
2952,21,4,1000,52,0
2953,22,1,250,22,1
2954,11,2,500,70,0
2955,23,5,1250,58,1
2956,23,3,750,40,1
2957,23,3,750,41,0
2958,14,3,750,83,1
2959,21,2,500,35,0
2960,26,5,1250,49,1
2961,23,6,1500,70,0
2962,23,1,250,23,1
2963,23,1,250,23,0
2964,23,1,250,23,1
2965,23,1,250,23,0
2966,23,1,250,23,1
2967,23,1,250,23,0
2968,23,1,250,23,1
2969,23,4,1000,53,1
2970,21,6,1500,86,0
2971,21,3,750,64,1
2972,16,2,500,70,1
2973,21,3,750,70,1
2974,23,4,1000,87,1
2975,23,3,750,89,1
2976,35,3,750,64,1
2977,74,1,250,74,1
2978,2,43,10750,86,1
2979,6,22,5500,28,1
2980,2,44,11000,98,0
2981,2,11,2750,23,0
2982,2,21,5250,52,1
2983,4,4,1000,4,1
2984,2,11,2750,26,0
2985,2,11,2750,28,0
2986,3,14,3500,35,1
2987,4,6,1500,14,0
2988,3,5,1250,12,1
2989,4,33,8250,98,1
2990,3,10,2500,33,1
2991,4,10,2500,28,1
2992,2,11,2750,40,1
2993,2,11,2750,41,1
2994,4,13,3250,39,1
2995,1,10,2500,43,1
2996,4,9,2250,28,0
2997,2,5,1250,16,1
2998,2,6,1500,22,1
2999,4,5,1250,16,1
3000,2,4,1000,14,1
3001,2,4,1000,14,0
3002,2,6,1500,26,0
3003,4,5,1250,16,1
3004,2,7,1750,32,1
3005,2,6,1500,26,1
3006,2,8,2000,38,1
3007,2,2,500,4,1
3008,2,6,1500,28,1
3009,4,2,500,4,1
3010,1,14,3500,95,0
3011,2,3,750,11,0
3012,2,12,3000,70,1
3013,4,7,1750,32,1
3014,4,4,1000,16,0
3015,2,6,1500,35,1
3016,2,3,750,14,0
3017,2,4,1000,23,0
3018,4,4,1000,18,1
3019,5,6,1500,28,0
3020,4,6,1500,30,1
3021,14,5,1250,14,1
3022,3,8,2000,50,0
3023,4,9,2250,52,1
3024,4,16,4000,98,1
3025,2,9,2250,75,0
3026,4,6,1500,35,1
3027,4,9,2250,55,0
3028,4,6,1500,35,1
3029,2,6,1500,45,0
3030,2,6,1500,47,0
3031,4,2,500,9,0
3032,2,2,500,11,1
3033,4,6,1500,38,1
3034,9,9,2250,38,0
3035,11,5,1250,18,0
3036,2,3,750,21,1
3037,2,1,250,2,0
3038,2,1,250,2,1
3039,2,1,250,2,0
3040,2,1,250,2,1
3041,2,1,250,2,0
3042,2,1,250,2,1
3043,2,1,250,2,1
3044,2,1,250,2,1
3045,2,1,250,2,0
3046,2,3,750,22,0
3047,9,11,2750,49,1
3048,3,5,1250,38,0
3049,3,1,250,3,1
3050,4,6,1500,43,0
3051,2,3,750,24,0
3052,12,11,2750,39,1
3053,2,2,500,14,1
3054,9,3,750,14,0
3055,14,8,2000,26,0
3056,4,2,500,13,1
3057,4,11,2750,95,0
3058,4,1,250,4,1
3059,4,1,250,4,1
3060,4,1,250,4,0
3061,4,1,250,4,1
3062,4,1,250,4,0
3063,4,1,250,4,1
3064,4,1,250,4,1
3065,4,1,250,4,0
3066,4,7,1750,62,0
3067,4,4,1000,34,1
3068,11,6,1500,28,0
3069,13,3,750,14,1
3070,9,9,2250,54,0
3071,11,2,500,11,0
3072,2,5,1250,63,1
3073,7,11,2750,89,0
3074,8,9,2250,64,1
3075,2,2,500,22,1
3076,11,16,4000,89,0
3077,4,5,1250,58,0
3078,14,7,1750,35,1
3079,11,4,1000,27,0
3080,7,9,2250,89,1
3081,7,5,1250,52,0
3082,11,6,1500,41,1
3083,10,5,1250,38,0
3084,14,2,500,14,1
3085,14,2,500,14,0
3086,14,2,500,14,1
3087,2,2,500,33,1
3088,11,3,750,23,0
3089,14,8,2000,46,1
3090,9,1,250,9,0
3091,16,5,1250,27,1
3092,14,4,1000,26,0
3093,4,2,500,30,0
3094,14,3,750,21,1
3095,16,16,4000,77,0
3096,4,2,500,31,0
3097,14,8,2000,50,1
3098,11,3,750,26,1
3099,14,7,1750,45,1
3100,15,5,1250,33,0
3101,16,2,500,16,1
3102,16,3,750,21,0
3103,11,8,2000,72,1
3104,11,1,250,11,1
3105,11,1,250,11,1
3106,11,1,250,11,1
3107,2,3,750,75,1
3108,2,3,750,77,0
3109,16,4,1000,28,1
3110,16,15,3750,87,0
3111,16,14,3500,83,1
3112,16,10,2500,62,0
3113,16,3,750,23,1
3114,14,3,750,26,0
3115,23,19,4750,62,1
3116,11,7,1750,75,1
3117,20,14,3500,69,1
3118,4,2,500,46,0
3119,11,2,500,25,1
3120,11,3,750,37,1
3121,13,7,1750,76,0
3122,16,6,1500,50,0
3123,14,3,750,33,1
3124,14,1,250,14,1
3125,14,1,250,14,0
3126,14,1,250,14,1
3127,14,1,250,14,1
3128,17,7,1750,58,1
3129,14,3,750,35,0
3130,16,7,1750,64,1
3131,21,2,500,21,1
3132,16,3,750,35,0
3133,16,1,250,16,1
3134,16,1,250,16,0
3135,16,1,250,16,1
3136,16,1,250,16,0
3137,16,1,250,16,1
3138,11,4,1000,74,0
3139,21,6,1500,48,1
3140,23,2,500,23,1
3141,23,6,1500,45,1
3142,14,2,500,35,1
3143,16,4,1000,58,0
3144,16,5,1250,71,0
3145,21,2,500,26,1
3146,21,3,750,35,0
3147,23,8,2000,69,1
3148,21,3,750,38,0
3149,21,3,750,40,1
3150,21,1,250,21,0
3151,21,1,250,21,1
3152,25,6,1500,50,0
3153,21,1,250,21,1
3154,21,1,250,21,0
3155,23,3,750,39,1
3156,21,2,500,33,1
3157,14,3,750,79,0
3158,23,1,250,23,1
3159,23,1,250,23,1
3160,23,1,250,23,0
3161,23,1,250,23,1
3162,23,1,250,23,0
3163,23,1,250,23,1
3164,16,3,750,86,0
3165,21,2,500,52,1
3166,39,1,250,39,0
3167,72,1,250,72,1
3168,2,50,12500,98,1
3169,0,13,3250,28,1
3170,1,16,4000,35,1
3171,2,20,5000,45,1
3172,1,24,6000,77,0
3173,4,4,1000,4,1
3174,2,7,1750,14,1
3175,1,12,3000,35,0
3176,5,46,11500,98,1
3177,0,3,750,4,0
3178,2,10,2500,28,1
3179,1,13,3250,47,0
3180,2,6,1500,15,1
3181,2,5,1250,11,1
3182,2,14,3500,48,1
3183,2,15,3750,49,1
3184,2,6,1500,15,1
3185,2,3,750,4,1
3186,2,3,750,4,1
3187,4,11,2750,28,0
3188,2,6,1500,16,1
3189,2,6,1500,16,1
3190,4,14,3500,40,0
3191,4,6,1500,14,1
3192,4,8,2000,21,1
3193,1,14,3500,58,0
3194,4,10,2500,28,1
3195,4,10,2500,28,1
3196,2,16,4000,64,0
3197,2,8,2000,28,1
3198,2,12,3000,47,1
3199,4,6,1500,16,1
3200,4,7,1750,22,1
3201,2,13,3250,53,1
3202,2,5,1250,16,0
3203,2,5,1250,16,1
3204,2,5,1250,16,0
3205,4,20,5000,69,1
3206,4,9,2250,28,1
3207,2,9,2250,36,0
3208,2,2,500,2,1
3209,2,2,500,2,1
3210,2,2,500,2,0
3211,2,11,2750,46,1
3212,2,11,2750,46,1
3213,2,6,1500,22,0
3214,4,5,1250,14,1
3215,4,19,4750,69,1
3216,4,8,2000,26,1
3217,2,7,1750,28,1
3218,3,6,1500,21,0
3219,2,8,2000,35,1
3220,4,5,1250,16,1
3221,3,16,4000,74,0
3222,2,4,1000,14,1
3223,0,2,500,4,0
3224,4,7,1750,25,1
3225,1,9,2250,51,0
3226,2,4,1000,16,1
3227,2,4,1000,16,1
3228,4,17,4250,71,1
3229,2,2,500,4,0
3230,2,2,500,4,1
3231,2,2,500,4,1
3232,2,4,1000,16,1
3233,2,2,500,4,0
3234,2,2,500,4,1
3235,2,4,1000,16,1
3236,2,4,1000,16,0
3237,2,4,1000,16,1
3238,2,6,1500,28,1
3239,2,6,1500,28,0
3240,4,2,500,4,1
3241,4,2,500,4,0
3242,2,7,1750,35,1
3243,4,2,500,4,1
3244,4,2,500,4,0
3245,4,2,500,4,0
3246,12,11,2750,23,1
3247,3,17,4250,86,0
3248,4,9,2250,38,1
3249,4,8,2000,34,1
3250,4,9,2250,40,1
3251,2,5,1250,26,0
3252,6,17,4250,70,0
3253,0,8,2000,59,1
3254,2,3,750,14,1
3255,2,10,2500,64,0
3256,4,9,2250,46,1
3257,4,5,1250,23,0
3258,4,8,2000,40,1
3259,2,12,3000,82,1
3260,11,24,6000,64,0
3261,2,7,1750,46,1
3262,4,11,2750,61,0
3263,1,7,1750,57,1
3264,2,11,2750,79,1
3265,2,3,750,16,1
3266,4,5,1250,26,1
3267,2,6,1500,41,1
3268,2,5,1250,33,1
3269,2,4,1000,26,0
3270,2,5,1250,34,0
3271,4,8,2000,46,1
3272,4,8,2000,48,1
3273,2,2,500,10,1
3274,4,5,1250,28,0
3275,2,2,500,10,1
3276,2,11,2750,88,1
3277,2,3,750,19,1
3278,2,5,1250,37,1
3279,9,5,1250,19,0
3280,2,2,500,11,1
3281,2,9,2250,74,0
3282,4,3,750,16,1
3283,4,3,750,16,1
3284,4,2,500,9,1
3285,6,3,750,14,0
3286,2,2,500,11,1
3287,2,2,500,11,1
3288,2,2,500,11,0
3289,2,7,1750,58,1
3290,2,1,250,2,1
3291,2,1,250,2,0
3292,2,1,250,2,1
3293,2,1,250,2,0
3294,2,1,250,2,1
3295,2,1,250,2,0
3296,2,1,250,2,1
3297,2,1,250,2,0
3298,2,1,250,2,1
3299,2,1,250,2,1
3300,2,1,250,2,1
3301,2,1,250,2,0
3302,2,1,250,2,1
3303,2,1,250,2,1
3304,2,1,250,2,1
3305,2,1,250,2,0
3306,2,1,250,2,0
3307,2,1,250,2,1
3308,2,1,250,2,1
3309,11,10,2500,35,0
3310,11,4,1000,16,1
3311,4,6,1500,41,1
3312,2,3,750,22,0
3313,4,4,1000,26,1
3314,10,4,1000,16,0
3315,2,4,1000,35,0
3316,4,12,3000,88,1
3317,13,8,2000,26,1
3318,4,5,1250,34,0
3319,4,5,1250,35,1
3320,4,7,1750,52,0
3321,4,7,1750,52,0
3322,2,2,500,14,0
3323,2,5,1250,47,1
3324,9,8,2000,38,1
3325,4,6,1500,47,0
3326,9,9,2250,45,1
3327,4,6,1500,52,1
3328,4,7,1750,58,0
3329,6,2,500,11,1
3330,11,9,2250,38,0
3331,2,2,500,16,0
3332,2,7,1750,76,1
3333,11,6,1500,27,1
3334,11,3,750,14,1
3335,4,1,250,4,0
3336,4,1,250,4,0
3337,4,1,250,4,1
3338,4,1,250,4,1
3339,4,1,250,4,0
3340,4,1,250,4,1
3341,4,1,250,4,1
3342,4,1,250,4,0
3343,4,1,250,4,1
3344,4,1,250,4,0
3345,4,3,750,24,1
3346,4,1,250,4,1
3347,4,1,250,4,0
3348,4,1,250,4,1
3349,10,8,2000,39,1
3350,14,7,1750,26,0
3351,8,10,2500,63,0
3352,4,2,500,14,1
3353,2,4,1000,43,1
3354,8,9,2250,58,0
3355,8,8,2000,52,1
3356,11,22,5500,98,0
3357,4,3,750,25,1
3358,11,17,4250,79,1
3359,9,2,500,11,1
3360,4,5,1250,46,0
3361,7,12,3000,86,1
3362,11,2,500,11,0
3363,11,2,500,11,1
3364,2,6,1500,75,1
3365,11,8,2000,41,1
3366,11,3,750,16,1
3367,12,13,3250,59,0
3368,2,3,750,35,1
3369,16,8,2000,28,0
3370,11,7,1750,37,1
3371,4,3,750,28,0
3372,12,12,3000,58,1
3373,4,4,1000,41,0
3374,11,14,3500,73,1
3375,4,5,1250,58,0
3376,4,4,1000,43,1
3377,3,2,500,23,0
3378,11,8,2000,46,1
3379,4,7,1750,82,1
3380,13,4,1000,21,0
3381,16,7,1750,28,1
3382,7,2,500,16,1
3383,4,5,1250,58,1
3384,4,5,1250,58,0
3385,4,4,1000,46,1
3386,14,13,3250,57,1
3387,4,3,750,34,1
3388,14,18,4500,78,0
3389,11,8,2000,48,1
3390,14,16,4000,70,0
3391,14,4,1000,22,1
3392,14,5,1250,26,1
3393,8,2,500,16,0
3394,11,2,500,14,1
3395,4,2,500,23,0
3396,14,3,750,19,1
3397,16,12,3000,50,1
3398,11,4,1000,28,1
3399,11,5,1250,35,0
3400,2,4,1000,70,1
3401,14,5,1250,28,1
3402,14,2,500,14,1
3403,14,2,500,14,1
3404,14,2,500,14,0
3405,14,6,1500,34,1
3406,11,5,1250,37,1
3407,4,5,1250,74,0
3408,11,3,750,23,0
3409,11,5,1250,38,1
3410,12,9,2250,60,0
3411,9,1,250,9,1
3412,9,1,250,9,0
3413,4,2,500,29,1
3414,11,2,500,17,0
3415,14,4,1000,26,1
3416,11,9,2250,72,1
3417,11,5,1250,41,0
3418,9,5,1250,51,1
3419,14,8,2000,50,1
3420,16,7,1750,38,0
3421,14,2,500,16,0
3422,14,16,4000,98,1
3423,14,4,1000,28,1
3424,16,7,1750,39,0
3425,14,7,1750,47,1
3426,16,6,1500,35,1
3427,11,3,750,28,0
3428,11,1,250,11,1
3429,9,3,750,34,0
3430,14,4,1000,30,0
3431,23,38,9500,98,1
3432,11,1,250,11,1
3433,11,1,250,11,0
3434,11,1,250,11,1
3435,11,1,250,11,1
3436,11,1,250,11,1
3437,11,2,500,21,0
3438,11,5,1250,50,1
3439,11,2,500,21,0
3440,16,4,1000,28,1
3441,14,3,750,26,0
3442,9,2,500,26,1
3443,14,6,1500,51,1
3444,11,2,500,24,0
3445,4,3,750,71,1
3446,21,13,3250,57,1
3447,11,6,1500,71,0
3448,14,2,500,21,1
3449,23,15,3750,57,0
3450,14,4,1000,38,0
3451,11,2,500,26,1
3452,16,5,1250,40,1
3453,4,2,500,51,1
3454,14,4,1000,40,0
3455,11,3,750,40,1
3456,14,5,1250,50,0
3457,14,1,250,14,1
3458,14,1,250,14,0
3459,14,1,250,14,1
3460,14,1,250,14,0
3461,14,1,250,14,1
3462,14,7,1750,72,0
3463,14,1,250,14,1
3464,9,3,750,52,1
3465,14,7,1750,73,0
3466,11,4,1000,58,1
3467,11,4,1000,59,0
3468,4,2,500,59,1
3469,11,4,1000,61,0
3470,16,4,1000,40,1
3471,16,10,2500,89,0
3472,21,2,500,21,1
3473,21,3,750,26,0
3474,16,8,2000,76,0
3475,21,3,750,26,1
3476,18,2,500,23,0
3477,23,5,1250,33,0
3478,16,3,750,34,1
3479,14,5,1250,64,1
3480,14,3,750,41,1
3481,16,1,250,16,0
3482,16,1,250,16,0
3483,16,1,250,16,1
3484,16,1,250,16,1
3485,16,1,250,16,0
3486,16,1,250,16,1
3487,16,4,1000,45,0
3488,16,1,250,16,1
3489,16,1,250,16,0
3490,16,1,250,16,0
3491,21,2,500,23,1
3492,21,2,500,23,0
3493,14,4,1000,57,1
3494,16,5,1250,60,0
3495,23,2,500,23,0
3496,14,5,1250,74,1
3497,23,3,750,28,0
3498,16,3,750,40,1
3499,9,2,500,52,0
3500,9,2,500,52,1
3501,16,7,1750,87,1
3502,14,2,500,35,0
3503,16,7,1750,93,1
3504,21,2,500,25,0
3505,14,3,750,52,1
3506,18,8,2000,95,0
3507,16,3,750,46,1
3508,11,3,750,76,0
3509,23,12,3000,86,0
3510,21,3,750,35,1
3511,23,2,500,26,0
3512,23,2,500,26,1
3513,23,3,750,33,1
3514,23,2,500,28,0
3515,21,1,250,21,1
3516,21,1,250,21,0
3517,21,1,250,21,1
3518,21,1,250,21,0
3519,21,1,250,21,0
3520,21,1,250,21,1
3521,21,1,250,21,0
3522,21,1,250,21,1
3523,21,1,250,21,1
3524,21,1,250,21,0
3525,21,1,250,21,1
3526,21,5,1250,60,0
3527,23,4,1000,45,1
3528,21,4,1000,52,0
3529,22,1,250,22,1
3530,11,2,500,70,0
3531,23,5,1250,58,1
3532,23,3,750,40,1
3533,23,3,750,41,0
3534,14,3,750,83,1
3535,21,2,500,35,0
3536,26,5,1250,49,1
3537,23,6,1500,70,0
3538,23,1,250,23,1
3539,23,1,250,23,0
3540,23,1,250,23,1
3541,23,1,250,23,0
3542,23,1,250,23,1
3543,23,1,250,23,0
3544,23,1,250,23,1
3545,23,4,1000,53,1
3546,21,6,1500,86,0
3547,21,3,750,64,1
3548,16,2,500,70,1
3549,21,3,750,70,1
3550,23,4,1000,87,1
3551,23,3,750,89,1
3552,35,3,750,64,1
3553,74,1,250,74,1
3554,2,43,10750,86,1
